Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,CGPA,Dropout,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD
23.0,1,32411.0,1,4.81,84.5,1,13.2,0,0,2.5,3.77,3.31,0,0,0,1,0,0,0,1,0,1,0
21.8,0,25000.0,1,3.04,70.1,1,40.5,1,0,7.5,0.86,0.72,1,1,0,0,0,0,0,0,0,1,0
23.2,0,42410.0,1,4.32,76.0,2,36.1,0,0,5.9,1.9,1.19,1,1,0,0,0,0,0,0,0,0,0
17.0,1,29393.0,1,4.68,76.5,5,43.9,1,0,4.5,2.68,2.95,0,1,0,0,0,0,0,0,1,0,0
25.6,0,25000.0,1,3.14,78.4,2,28.3,0,0,5.7,1.96,1.43,0,0,0,0,0,0,0,1,1,0,0
20.7,0,25000.0,1,3.83,74.4,1,33.5,1,0,6.0,3.09,2.77,0,0,0,0,0,0,0,0,0,0,0
23.4,0,29836.0,1,4.4,89.5,1,27.0,1,0,3.3,4.0,3.42,0,0,1,0,0,0,1,0,0,0,0
18.7,0,31384.0,0,3.26,90.5,3,31.0,1,1,5.8,2.56,2.72,0,0,0,1,0,1,0,0,1,0,0
22.3,0,25000.0,1,3.73,75.7,1,11.8,0,0,8.0,2.98,2.81,0,0,1,0,1,0,0,0,0,1,0
18.7,0,25000.0,1,2.77,72.8,3,33.8,0,0,8.3,1.64,1.54,1,0,0,1,1,0,0,0,0,0,0
19.6,1,30753.0,1,4.14,81.9,0,34.6,0,0,7.0,2.07,2.17,0,0,0,1,1,0,0,0,1,0,0
25.2,0,25000.0,0,5.4,92.6,2,24.0,0,0,6.0,2.24,2.05,0,0,1,0,0,1,0,0,1,0,0
20.6,0,25000.0,1,2.49,99.2,5,37.3,0,1,7.2,2.99,2.64,0,0,0,1,0,0,0,0,0,1,0
21.5,0,25000.0,1,3.08,76.6,2,40.5,0,0,6.8,1.43,1.12,0,1,0,0,0,0,0,1,0,1,0
22.9,0,29740.5,1,4.0,63.8,0,46.8,0,0,5.5,2.14,2.53,0,1,0,0,0,0,0,0,0,0,0
22.1,1,25000.0,1,4.67,70.1,1,17.8,1,0,3.9,1.61,1.48,1,1,0,0,0,0,0,1,0,0,0
21.3,1,25000.0,1,1.92,67.7,1,38.0,1,1,6.6,1.58,1.49,1,0,0,0,0,0,0,1,1,0,0
21.8,1,29980.0,0,4.65,85.3,3,46.1,0,0,4.3,2.57,2.16,0,0,0,0,0,1,0,0,0,1,0
26.3,1,25000.0,1,4.74,82.8,1,25.8,1,1,3.7,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0
20.9,1,31021.0,1,5.18,83.7,2,46.7,0,1,7.8,0.91,1.06,0,0,1,0,0,1,0,0,1,0,0
21.4,0,25000.0,0,4.48,91.0,2,21.3,1,1,5.6,0.52,0.48,0,0,0,0,0,0,1,0,1,0,0
23.3,1,32879.0,1,2.04,95.0,0,30.8,0,0,5.4,2.67,2.57,0,0,1,0,0,0,1,0,0,0,0
23.4,0,50359.0,1,3.83,88.7,0,9.3,1,0,3.3,2.29,2.53,0,0,1,0,0,1,0,0,0,1,0
23.6,0,29740.5,1,4.0,87.9,0,7.6,0,1,5.5,4.0,3.91,0,0,0,1,0,0,1,0,1,0,0
22.4,1,64404.0,1,4.69,70.2,5,11.4,1,1,4.9,2.63,2.53,0,0,1,0,0,0,1,0,0,0,0
18.5,1,29740.5,1,4.0,62.900000000000006,0,47.0,0,1,5.5,2.98,3.24,0,0,0,1,0,0,0,1,0,1,0
24.6,0,34308.0,1,3.44,93.1,1,20.7,0,0,3.3,3.32,3.63,0,0,0,0,0,0,0,0,0,0,0
18.5,0,25000.0,1,3.86,77.6,0,20.7,1,1,8.6,2.82,3.76,0,0,1,0,0,1,0,0,0,0,0
21.7,0,25000.0,1,3.87,90.8,5,34.9,1,0,8.0,1.13,1.23,0,0,0,1,0,0,1,0,0,0,1
19.3,0,25000.0,0,2.35,83.0,1,21.1,0,0,5.3,1.53,1.05,1,0,0,1,0,0,0,0,0,0,1
20.9,0,29814.0,1,2.74,88.3,1,44.5,0,0,3.1,2.27,2.03,0,0,1,0,0,0,1,0,0,0,0
21.7,0,45181.0,1,3.91,75.0,4,52.4,1,0,2.4,2.7,3.3,0,1,0,0,1,0,0,0,0,0,0
21.7,0,25000.0,1,2.91,88.1,0,5.0,0,0,4.7,1.53,1.46,0,0,1,0,0,1,0,0,1,0,0
21.9,0,29076.0,1,2.1,76.9,0,36.2,1,0,1.4,3.2,3.0,0,0,1,0,0,0,0,0,1,0,0
24.6,0,25000.0,1,2.03,83.8,2,5.3,1,0,4.7,2.84,2.42,0,0,0,1,0,1,0,0,0,0,0
22.0,1,33712.0,1,4.9,81.8,2,13.7,0,1,1.9,3.17,3.68,0,1,0,0,1,0,0,0,0,0,1
20.5,0,25000.0,1,4.46,91.5,3,35.7,1,0,5.3,2.98,3.01,0,0,0,1,0,0,1,0,1,0,0
23.1,1,25000.0,0,4.19,88.7,1,18.7,0,0,5.9,2.4,2.14,0,1,0,0,0,0,1,0,1,0,0
23.6,0,25000.0,1,3.57,67.9,0,33.1,1,1,5.2,1.21,1.32,1,1,0,0,1,0,0,0,1,0,0
18.3,1,40215.0,1,3.24,75.5,1,30.4,0,0,9.4,1.36,0.24,0,0,0,1,0,0,1,0,0,0,0
22.3,1,28056.0,1,1.38,76.9,4,10.2,0,1,5.1,1.5,0.73,1,0,0,1,0,0,0,1,0,0,0
22.5,1,25000.0,1,4.77,87.5,2,37.9,0,0,8.6,3.88,3.83,0,1,0,0,0,0,0,1,0,0,0
20.3,1,34782.0,1,3.47,78.0,0,33.6,1,0,6.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0
24.0,1,25000.0,0,4.81,73.3,1,30.5,1,1,9.1,0.42,0.46,0,0,0,0,0,0,0,0,0,1,0
20.7,0,58449.0,1,2.78,71.1,2,22.2,0,1,2.3,2.19,1.74,0,0,0,1,0,0,1,0,1,0,0
21.3,1,25000.0,0,6.14,87.8,1,34.7,1,0,3.6,4.0,3.73,0,1,0,0,0,0,0,0,0,1,0
20.6,1,26577.0,1,4.24,65.4,2,14.5,1,0,5.0,2.72,2.62,1,0,0,1,0,0,1,0,0,1,0
21.0,1,25000.0,1,3.84,90.4,2,17.9,0,1,8.4,0.98,0.5,0,0,0,0,0,1,0,0,0,0,0
18.6,0,25000.0,1,2.67,71.7,2,33.9,1,0,5.1,2.94,3.17,0,0,0,1,0,0,0,0,1,0,0
17.8,1,29740.5,0,4.0,78.4,0,42.4,0,0,5.5,3.76,3.97,0,1,0,0,0,1,0,0,1,0,0
24.5,1,46527.0,1,4.8,72.7,1,24.3,0,1,6.6,2.09,2.07,0,0,0,0,0,0,0,0,0,0,0
19.1,1,47094.0,1,1.09,74.6,1,35.5,0,0,7.1,0.76,0.43,0,0,1,0,0,0,0,1,1,0,0
18.8,0,47596.0,1,3.82,80.2,2,32.5,0,0,4.1,3.32,3.7,0,0,0,1,0,0,0,1,0,0,0
17.0,1,30252.0,1,3.85,80.9,3,35.0,0,1,4.3,4.0,3.98,0,1,0,0,0,0,0,1,0,1,0
19.6,1,25000.0,1,4.59,69.6,2,21.7,1,0,8.6,0.0,0.44,1,0,0,0,1,0,0,0,1,0,0
18.1,1,25000.0,1,1.82,78.8,0,28.2,1,1,7.7,0.48,0.63,0,1,0,0,0,1,0,0,0,0,0
24.6,0,74466.0,1,5.04,82.8,3,29.5,0,0,8.2,2.18,2.25,0,0,1,0,0,1,0,0,1,0,0
23.2,1,70362.0,1,4.96,85.7,5,48.0,0,1,7.2,1.47,1.82,0,0,1,0,0,0,0,1,0,1,0
19.5,0,32001.0,1,5.01,65.7,2,16.7,1,0,4.0,1.64,1.82,0,0,0,1,1,0,0,0,1,0,0
26.0,1,25000.0,1,3.14,78.2,0,13.2,1,1,5.4,0.23,0.08,1,1,0,0,0,0,0,0,0,0,0
23.2,1,67587.0,1,5.46,65.6,1,66.0,0,1,3.6,3.28,3.08,0,0,0,0,0,0,0,0,0,0,0
20.3,1,25000.0,1,2.94,77.9,1,33.7,0,1,7.3,1.74,1.21,0,0,0,1,0,0,0,1,0,0,0
17.0,1,34109.0,1,1.25,78.6,3,36.6,1,1,4.5,1.24,0.67,1,0,0,1,0,1,0,0,1,0,0
26.0,1,66915.0,1,4.4,87.0,6,37.7,0,0,2.4,2.6,2.03,0,1,0,0,0,0,1,0,1,0,0
17.9,1,25000.0,1,3.92,89.8,1,39.3,0,0,5.7,0.46,0.61,1,1,0,0,0,0,0,1,1,0,0
17.4,1,48900.0,1,5.59,73.8,3,40.8,0,0,7.5,0.77,1.14,1,0,0,0,1,0,0,0,0,0,0
23.2,0,40633.0,1,2.66,84.4,1,39.3,1,0,3.0,3.21,3.08,0,0,0,1,1,0,0,0,0,0,0
26.4,0,29036.0,1,3.55,87.2,2,43.5,1,1,5.3,2.06,1.87,0,0,1,0,0,0,0,0,1,0,0
24.0,1,25000.0,1,3.43,76.0,3,32.0,0,1,4.5,3.24,2.7,0,0,0,1,0,0,0,0,0,0,0
22.2,0,25000.0,1,5.04,88.2,4,42.9,0,1,7.3,1.2,1.48,0,0,0,0,0,0,0,1,0,0,0
22.3,0,35372.0,1,2.59,83.1,3,52.7,0,0,1.8,2.89,2.68,1,0,0,0,0,0,0,0,0,0,0
22.9,0,25000.0,1,5.66,79.8,0,32.4,0,1,7.5,3.86,3.91,0,0,1,0,0,0,1,0,1,0,0
22.7,1,32159.0,1,3.04,83.1,4,35.8,1,0,4.2,1.68,1.85,0,0,0,1,0,0,0,1,0,1,0
21.6,0,41136.0,1,3.42,69.4,1,23.0,0,0,5.2,1.16,0.75,0,1,0,0,0,0,0,0,0,0,0
21.2,1,53698.0,1,4.05,83.1,1,28.0,0,0,7.0,0.82,0.92,0,0,1,0,0,0,0,1,0,0,0
20.9,0,25000.0,1,2.68,75.2,2,34.2,0,0,8.2,1.61,1.95,0,1,0,0,0,0,0,0,0,1,0
19.3,1,65496.0,1,4.51,82.2,4,25.3,0,0,5.6,1.39,1.56,0,1,0,0,0,0,0,0,0,0,1
20.4,1,82225.0,1,4.34,78.8,4,31.1,0,1,4.2,1.55,1.19,0,0,0,0,0,0,0,1,0,0,0
17.3,1,38028.0,1,3.19,84.3,1,34.1,0,0,4.5,0.39,1.03,0,1,0,0,0,1,0,0,1,0,0
20.8,1,25000.0,1,4.37,91.5,1,48.2,0,0,7.6,2.32,2.49,0,0,1,0,0,1,0,0,0,0,0
18.8,0,25000.0,1,4.41,83.0,2,19.6,0,1,3.9,3.91,3.68,1,0,0,0,0,0,0,1,0,0,1
18.6,1,28896.0,0,4.74,90.0,1,35.0,1,1,6.1,3.31,3.39,0,1,0,0,0,1,0,0,0,0,0
21.4,0,34971.0,1,5.43,73.8,0,22.8,0,1,5.5,0.97,0.86,0,0,0,1,0,0,0,1,1,0,0
24.1,1,30127.0,1,4.54,93.5,0,39.2,0,0,6.9,1.67,1.92,0,0,1,0,0,0,0,0,0,0,0
23.0,1,35196.0,1,4.63,73.9,1,40.1,0,1,5.6,2.95,2.65,0,0,0,1,0,0,0,0,1,0,0
17.5,0,28157.0,1,2.57,72.0,2,50.1,0,0,4.7,2.45,2.17,1,1,0,0,0,0,0,0,0,1,0
18.8,0,34859.0,1,2.01,79.8,2,24.9,0,1,4.6,2.82,2.5,0,0,1,0,0,0,0,1,0,0,0
23.1,1,25000.0,1,3.28,78.4,2,31.7,0,0,4.6,1.61,1.49,1,0,1,0,0,1,0,0,0,0,0
18.8,1,25000.0,0,4.43,69.3,2,39.6,1,0,3.0,3.24,3.01,0,0,0,1,0,0,0,0,0,0,0
20.5,0,25000.0,1,4.54,73.0,4,37.9,0,1,6.4,2.92,2.55,0,0,0,0,0,0,0,0,0,1,0
22.2,1,29740.5,1,4.0,38.2,3,5.0,0,0,5.5,0.0,0.08,1,0,1,0,0,0,0,1,0,0,0
18.9,0,71564.0,1,4.17,71.2,2,21.8,0,0,2.9,1.72,1.41,0,1,0,0,0,0,0,1,1,0,0
21.2,0,41489.0,1,5.46,76.7,1,36.8,0,0,4.8,2.19,2.33,0,0,0,1,1,0,0,0,0,0,1
18.1,1,65853.0,1,6.94,93.9,1,27.5,0,0,5.0,2.32,2.37,1,0,0,1,0,0,0,0,0,0,0
19.7,1,48006.0,1,5.87,87.7,3,39.7,0,1,4.4,2.71,2.04,0,0,0,1,1,0,0,0,0,0,0
21.7,1,33149.0,1,3.32,84.6,4,42.5,1,0,5.3,2.24,2.06,0,0,0,0,0,0,0,0,1,0,0
17.5,1,25000.0,1,3.25,99.3,1,27.4,0,1,5.3,4.0,3.98,0,0,1,0,0,0,1,0,0,0,0
22.0,0,25405.0,1,4.64,67.7,2,37.2,1,1,7.1,1.53,2.02,1,0,0,1,0,0,1,0,0,0,0
21.0,0,25000.0,1,5.05,81.5,1,47.5,1,1,5.5,0.85,1.59,1,0,0,1,0,0,1,0,1,0,0
22.2,0,25000.0,1,5.46,98.3,4,42.2,0,1,6.6,3.77,3.57,0,1,0,0,0,1,0,0,0,0,0
21.5,0,25000.0,1,4.78,77.9,1,20.8,0,0,3.0,1.49,1.46,0,0,0,0,0,1,0,0,1,0,0
24.0,1,39960.0,1,2.41,75.4,4,27.8,0,0,3.6,0.87,1.0,0,0,0,0,0,0,0,1,1,0,0
21.3,0,36124.0,1,2.19,88.5,1,30.3,1,0,3.0,4.0,4.0,0,0,1,0,0,0,0,0,0,0,0
20.1,1,25000.0,1,5.9,77.5,1,18.8,0,1,4.8,3.58,3.77,1,0,0,1,0,0,0,0,0,0,0
21.3,0,25000.0,1,3.79,92.1,3,42.8,0,1,5.6,2.42,2.44,0,0,0,1,0,1,0,0,0,1,0
22.2,1,59679.0,1,2.74,88.7,2,22.3,1,0,8.5,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0
21.1,0,25000.0,1,2.53,80.5,1,28.8,1,0,4.0,2.85,3.07,1,0,0,1,0,0,0,1,0,1,0
21.1,0,32941.0,1,3.29,89.8,0,42.9,0,1,7.0,0.83,0.77,0,0,1,0,0,0,1,0,0,0,0
19.5,1,26533.0,0,6.07,80.1,1,24.6,0,0,4.0,3.07,3.77,1,1,0,0,1,0,0,0,1,0,0
19.5,1,40288.0,1,3.68,83.1,2,26.0,1,1,5.5,2.18,2.3,0,0,0,0,1,0,0,0,0,1,0
17.9,0,29740.5,1,4.0,86.7,1,34.1,0,0,5.5,1.92,1.63,0,0,0,1,0,0,0,1,1,0,0
24.8,1,31384.0,1,4.45,78.9,1,25.1,0,0,3.8,2.03,2.79,1,1,0,0,0,0,1,0,0,1,0
18.3,0,32900.0,1,3.92,94.1,3,48.4,1,1,4.0,4.0,3.92,0,0,0,0,1,0,0,0,0,0,1
19.5,0,34136.0,1,1.43,82.6,1,19.0,0,0,8.4,2.82,2.43,0,0,0,0,0,0,1,0,0,0,0
19.4,1,31177.0,1,5.09,84.3,1,5.0,0,0,4.5,1.51,1.2,0,0,0,1,0,0,0,0,1,0,0
23.0,1,36562.0,1,3.03,71.5,0,40.1,1,1,7.3,2.24,1.94,0,0,1,0,0,0,0,1,0,1,0
20.4,0,110753.0,1,1.85,76.8,1,25.7,0,0,6.7,0.87,0.93,0,0,1,0,0,1,0,0,0,0,0
23.7,1,138244.0,1,1.6,83.3,2,20.3,0,0,4.4,1.48,1.99,0,0,0,0,0,0,0,1,0,1,0
19.5,1,25000.0,1,4.77,88.9,4,34.6,1,0,5.5,3.51,3.7,0,0,0,1,1,0,0,0,0,0,1
21.6,0,25000.0,1,5.05,93.3,3,35.0,0,0,5.7,1.93,1.38,0,0,0,0,0,0,0,0,1,0,0
19.2,0,42502.0,1,1.03,73.5,0,20.9,1,0,6.4,1.45,1.37,0,1,0,0,1,0,0,0,1,0,0
25.7,1,33248.0,0,3.32,75.4,2,44.2,1,0,4.8,1.88,1.98,1,0,0,1,1,0,0,0,0,0,1
18.4,1,56197.0,1,4.47,72.2,2,40.3,1,0,2.8,2.55,2.51,0,0,1,0,0,1,0,0,0,0,0
21.7,0,35275.0,1,4.2,85.9,3,53.7,0,0,4.2,2.65,2.68,1,0,1,0,1,0,0,0,0,0,0
22.4,0,30797.0,1,3.33,93.3,2,24.5,1,1,7.6,0.39,0.41,1,0,1,0,0,0,0,0,0,0,0
21.9,0,58533.0,1,3.89,80.7,2,31.9,1,0,5.4,1.87,1.64,1,0,1,0,0,0,0,1,0,0,0
20.6,1,29740.5,1,4.0,67.5,2,32.8,1,0,5.5,2.77,2.75,0,0,0,0,0,0,0,1,0,0,0
20.7,0,25000.0,1,4.57,83.1,2,26.1,0,1,2.8,3.08,2.97,0,1,0,0,0,0,0,0,0,0,0
21.1,0,25000.0,1,4.84,78.2,4,34.8,0,0,7.7,1.12,0.66,1,0,0,0,0,1,0,0,1,0,0
20.7,0,27907.0,1,3.43,72.2,2,35.7,1,0,5.1,2.41,2.64,0,1,0,0,1,0,0,0,0,0,1
23.1,0,31542.0,1,2.35,90.5,1,35.7,0,0,7.5,1.32,1.13,0,0,0,0,0,0,0,0,0,1,0
25.9,1,25963.0,1,4.32,83.2,2,26.1,0,0,6.7,1.95,1.97,0,0,1,0,0,0,0,0,0,0,0
19.8,0,38581.0,1,5.04,77.6,1,27.5,0,0,6.9,2.51,2.6,1,0,0,0,0,0,1,0,0,0,1
18.0,1,54050.0,0,3.12,100.0,2,23.2,0,1,8.5,0.78,0.53,0,0,0,1,0,1,0,0,0,0,0
20.8,1,83586.0,1,4.3,82.0,3,21.0,1,0,5.7,2.52,2.02,0,0,0,0,1,0,0,0,0,0,0
26.7,0,42081.0,1,4.0,68.3,2,29.2,0,0,5.3,0.22,0.36,1,0,1,0,0,0,1,0,0,0,0
19.2,0,25000.0,0,1.84,87.2,1,48.2,1,1,8.3,1.01,0.69,1,0,0,1,0,0,0,1,0,0,1
24.6,0,27216.0,1,3.79,67.3,1,54.5,0,1,7.0,2.78,3.03,0,0,0,1,0,1,0,0,0,1,0
24.7,0,28418.0,1,4.23,85.7,3,45.8,0,1,4.2,2.0,1.88,1,0,0,0,0,1,0,0,0,0,0
19.8,1,40489.0,1,3.4,85.5,0,24.4,0,1,7.4,2.37,3.05,1,1,0,0,0,0,0,1,0,1,0
22.3,0,37530.0,0,5.42,93.0,1,34.9,1,0,8.2,2.09,1.75,0,1,0,0,0,0,1,0,0,0,0
24.6,1,101746.0,1,2.38,74.0,3,5.4,0,1,1.4,2.91,3.43,0,0,1,0,0,1,0,0,0,1,0
20.2,0,25000.0,1,6.8,79.7,2,28.1,0,0,3.3,3.72,3.52,0,0,0,0,0,0,0,0,0,0,0
20.6,1,37453.0,0,4.0,81.4,2,25.3,1,0,4.0,2.89,2.87,0,0,0,0,0,0,1,0,0,1,0
19.7,0,122128.0,1,3.75,88.9,3,52.5,1,0,6.8,2.86,2.91,0,0,1,0,1,0,0,0,1,0,0
18.8,1,25000.0,1,5.19,85.5,4,33.1,1,1,6.9,2.45,2.19,0,1,0,0,0,0,1,0,0,0,0
19.6,0,32438.0,0,2.06,86.2,2,30.6,1,0,6.4,2.52,2.63,0,0,0,0,0,0,1,0,0,0,0
18.3,0,25000.0,1,6.96,91.8,2,29.2,1,0,7.1,3.71,3.67,0,1,0,0,1,0,0,0,0,0,0
21.1,1,31234.0,1,3.11,80.2,2,26.5,0,1,3.5,2.76,2.9,0,0,0,0,0,0,0,1,0,0,0
19.3,0,29740.5,1,4.0,93.7,3,36.4,0,1,5.5,3.54,3.61,0,1,0,0,0,0,0,0,1,0,0
21.5,0,55719.0,1,4.0,81.3,2,22.1,0,0,7.8,1.34,1.45,0,0,1,0,0,0,0,1,1,0,0
17.6,0,32480.0,1,2.68,89.2,1,36.6,0,0,5.7,2.53,2.57,0,0,1,0,0,0,0,0,1,0,0
21.7,0,25000.0,1,5.32,78.0,0,47.2,1,0,7.7,1.96,1.29,0,0,1,0,0,0,1,0,1,0,0
22.8,1,49234.0,1,4.69,86.8,0,31.4,0,0,4.2,2.55,2.24,0,0,0,0,0,0,0,0,1,0,0
17.0,1,33117.0,1,7.97,91.3,2,26.2,0,0,3.6,3.24,3.55,0,0,0,0,0,0,1,0,0,0,0
21.8,1,29740.5,1,4.0,73.3,5,29.1,0,0,5.5,2.65,2.82,0,0,0,0,0,0,0,0,1,0,0
23.7,1,25000.0,1,3.18,89.6,5,44.4,1,0,6.9,0.02,0.03,1,0,1,0,0,0,1,0,0,0,0
18.3,1,37097.0,1,1.59,83.4,1,31.7,0,1,7.5,0.3,0.37,1,1,0,0,0,1,0,0,0,0,0
24.7,0,47288.0,1,3.03,98.3,2,22.7,1,1,6.5,2.62,3.02,0,0,0,0,0,0,1,0,1,0,0
21.9,1,25000.0,1,4.33,79.9,1,39.7,1,0,4.6,2.85,2.78,0,1,0,0,0,1,0,0,0,1,0
19.4,1,25000.0,1,3.51,84.3,2,21.5,0,1,6.6,1.64,1.96,1,0,0,1,0,1,0,0,1,0,0
20.9,1,29000.0,1,4.99,80.8,3,27.2,0,0,6.6,2.32,2.77,1,0,0,0,0,0,1,0,0,0,0
22.2,0,62123.0,1,4.47,87.3,3,32.7,1,1,1.9,4.0,3.27,0,1,0,0,0,0,0,0,0,1,0
21.2,0,29740.5,1,4.0,64.5,6,20.3,0,0,5.5,2.04,2.05,1,0,0,1,0,0,0,1,0,0,0
22.2,1,25000.0,1,3.47,70.7,1,8.6,0,0,6.0,1.46,1.61,0,1,0,0,0,0,1,0,1,0,0
19.0,0,25000.0,1,2.87,87.3,3,35.4,0,0,7.5,1.09,0.75,0,1,0,0,0,0,0,1,0,0,0
21.4,1,25000.0,1,4.45,82.2,0,5.0,1,0,5.3,2.79,3.09,0,0,0,0,0,0,0,0,0,1,0
17.9,0,25000.0,1,4.56,66.0,0,18.9,1,0,5.8,0.94,0.95,1,0,0,0,1,0,0,0,1,0,0
20.8,0,38866.0,1,3.22,76.9,3,39.3,0,0,5.4,2.02,1.73,1,0,0,1,0,0,1,0,0,0,0
19.0,1,27917.0,1,1.87,78.9,1,35.0,0,1,6.0,0.51,0.76,1,1,0,0,0,1,0,0,0,0,0
19.4,0,25000.0,1,7.66,78.1,4,28.1,1,0,3.0,3.11,3.16,0,1,0,0,0,1,0,0,0,0,0
23.7,0,57674.0,1,4.42,89.5,0,19.3,0,0,4.4,2.77,3.0,0,1,0,0,0,1,0,0,0,1,0
23.4,1,32346.0,1,4.42,92.1,3,24.8,1,1,1.5,3.92,3.98,0,1,0,0,0,0,0,1,1,0,0
22.3,0,38609.0,1,1.56,64.1,1,36.9,1,0,4.7,2.24,2.21,0,0,0,0,0,1,0,0,0,0,0
18.6,1,25000.0,1,4.94,81.0,3,28.4,0,0,6.4,2.24,1.71,0,1,0,0,0,0,0,1,0,0,0
20.3,1,25000.0,1,5.38,82.9,3,15.2,1,0,4.1,3.69,3.54,0,0,0,0,1,0,0,0,0,0,0
23.7,1,25000.0,1,4.44,70.1,1,19.4,0,0,5.0,1.57,1.7,0,0,0,1,0,0,1,0,0,1,0
21.3,1,25000.0,1,4.17,92.0,3,24.8,1,0,6.2,3.19,3.5,0,0,0,0,0,0,1,0,0,0,0
26.1,1,42016.0,1,4.18,85.0,3,34.4,1,1,10.0,0.0,0.58,1,0,0,0,0,1,0,0,1,0,0
21.9,0,25000.0,1,2.85,88.8,4,31.3,0,0,5.4,3.94,3.71,0,0,0,1,0,0,0,1,0,0,0
21.4,1,77320.0,1,3.09,78.4,4,15.0,0,0,6.8,1.37,1.52,1,0,0,0,0,0,0,0,1,0,0
20.3,1,32937.0,1,3.7,75.8,2,46.2,0,0,5.2,2.43,2.54,0,0,0,0,0,0,1,0,1,0,0
21.3,0,67250.0,1,5.43,77.4,2,21.1,0,1,6.1,1.72,1.53,0,1,0,0,0,0,1,0,1,0,0
20.7,0,25000.0,1,4.35,81.1,1,35.3,1,1,5.4,2.36,2.31,1,0,0,0,0,1,0,0,1,0,0
22.6,0,40228.0,1,3.04,78.6,0,18.6,0,0,4.7,1.26,2.11,0,0,0,0,1,0,0,0,0,0,0
23.1,0,31292.0,1,3.16,89.2,0,59.8,1,0,5.1,2.45,2.55,0,0,1,0,1,0,0,0,0,0,0
19.3,0,48563.0,1,1.19,100.0,2,45.9,0,1,7.7,1.79,1.51,0,0,0,1,0,0,0,1,0,0,1
18.1,0,25841.0,1,4.58,86.7,0,20.7,0,1,6.0,2.32,2.22,0,0,1,0,0,0,0,1,0,0,0
17.0,0,39495.0,1,3.73,66.4,1,31.1,1,0,3.3,1.9,1.72,1,1,0,0,1,0,0,0,1,0,0
22.1,0,57602.0,1,4.24,83.2,0,17.6,0,0,4.7,2.87,2.71,0,0,1,0,0,0,0,1,1,0,0
18.6,1,25000.0,1,7.94,72.5,1,25.7,0,0,3.9,2.35,2.02,0,0,0,1,0,0,1,0,1,0,0
17.0,1,34384.0,1,3.42,78.7,2,35.1,0,1,7.2,1.73,1.37,0,0,1,0,0,0,1,0,1,0,0
21.9,0,25000.0,1,4.28,81.7,1,40.1,1,0,4.1,1.04,1.48,0,0,1,0,0,0,0,0,1,0,0
26.5,1,45320.0,1,3.18,79.9,3,15.1,0,0,7.1,3.71,3.59,0,1,0,0,0,1,0,0,1,0,0
21.0,1,96067.0,0,3.78,73.7,1,21.0,0,0,7.3,2.01,2.29,0,1,0,0,0,0,0,1,0,0,0
22.8,0,25000.0,1,2.73,86.2,2,41.3,0,1,5.8,2.15,1.96,1,0,1,0,0,0,1,0,0,0,1
21.2,0,28146.0,0,2.57,66.0,0,45.9,0,0,6.5,1.88,1.82,1,0,1,0,0,1,0,0,0,0,0
20.8,1,50427.0,1,1.65,85.1,2,20.7,1,1,4.6,2.77,2.7,0,0,0,0,0,0,0,0,0,0,0
23.0,0,30298.0,1,2.59,74.8,1,41.5,1,0,7.0,0.65,0.52,1,0,0,1,0,1,0,0,0,1,0
20.4,0,32829.0,1,4.3,84.2,1,15.2,0,0,3.3,1.59,1.27,0,1,0,0,0,0,0,1,0,0,0
21.6,0,25000.0,1,3.59,71.2,0,26.4,1,0,4.7,1.72,1.89,1,0,1,0,0,0,0,1,0,1,0
21.7,0,25000.0,1,3.71,83.9,0,16.3,0,0,4.9,2.44,2.35,1,0,1,0,0,1,0,0,1,0,0
19.5,0,28226.0,1,3.41,93.0,3,25.1,1,0,7.3,2.81,2.49,0,1,0,0,0,0,0,1,1,0,0
23.2,0,30485.0,1,4.2,77.2,3,52.9,0,0,8.6,0.67,0.48,0,1,0,0,0,0,1,0,0,0,0
20.6,1,25000.0,1,4.12,77.1,2,29.3,1,0,4.7,3.49,3.61,0,0,1,0,0,0,0,0,0,0,0
19.3,0,28578.0,1,4.04,85.5,5,26.6,1,0,5.3,1.48,1.26,0,0,0,0,1,0,0,0,1,0,0
22.2,0,76200.0,1,3.58,83.7,2,23.2,0,0,3.4,1.82,1.94,0,0,1,0,1,0,0,0,0,0,0
19.0,0,25000.0,1,4.95,70.9,2,26.4,0,0,5.4,0.59,0.41,1,0,0,0,1,0,0,0,0,0,0
21.1,0,25000.0,0,1.39,90.9,0,20.3,0,0,7.5,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0
21.0,1,27150.0,1,3.01,88.5,1,31.6,1,1,2.3,4.0,4.0,0,0,0,0,1,0,0,0,0,0,0
23.4,0,25000.0,1,2.96,92.3,3,29.6,1,0,5.5,3.4,3.46,0,0,0,0,0,0,0,0,1,0,0
22.0,1,25000.0,1,4.84,86.4,5,24.5,0,1,6.8,2.2,2.46,0,1,0,0,0,0,0,1,0,0,0
